,Bipartite Integral OMD,Optimal Static Cache
0,1.0,1.0
1,1.0,1.0
2,1.0,1.0
3,1.0,1.0
4,1.0,1.0
5,1.0,1.0
6,1.0,1.0
7,1.0,1.0
8,1.0,1.0
9,1.0,1.0
10,0.9090909090909091,1.0
11,0.8333333333333334,1.0
12,0.8461538461538461,0.9230769230769231
13,0.8571428571428571,0.8571428571428571
14,0.8666666666666667,0.8666666666666667
15,0.875,0.875
16,0.8823529411764706,0.8823529411764706
17,0.8888888888888888,0.8888888888888888
18,0.8947368421052632,0.8947368421052632
19,0.9,0.9
20,0.9047619047619048,0.9047619047619048
21,0.9090909090909091,0.9090909090909091
22,0.9130434782608695,0.9130434782608695
23,0.9166666666666666,0.9166666666666666
24,0.92,0.92
25,0.9230769230769231,0.9230769230769231
26,0.9259259259259259,0.9259259259259259
27,0.9285714285714286,0.9285714285714286
28,0.9310344827586207,0.9310344827586207
29,0.9333333333333333,0.9333333333333333
30,0.9032258064516129,0.9354838709677419
31,0.875,0.9375
32,0.8787878787878788,0.9090909090909091
33,0.8823529411764706,0.8823529411764706
34,0.8857142857142857,0.8857142857142857
35,0.8888888888888888,0.8888888888888888
36,0.8918918918918919,0.8918918918918919
37,0.8947368421052632,0.8947368421052632
38,0.8974358974358975,0.8974358974358975
39,0.9,0.9
40,0.9024390243902439,0.9024390243902439
41,0.9047619047619048,0.9047619047619048
42,0.9069767441860465,0.9069767441860465
43,0.9090909090909091,0.9090909090909091
44,0.9111111111111111,0.9111111111111111
45,0.9130434782608695,0.9130434782608695
46,0.9148936170212766,0.9148936170212766
47,0.9166666666666666,0.9166666666666666
48,0.9183673469387755,0.9183673469387755
49,0.92,0.92
50,0.9019607843137255,0.9215686274509803
51,0.8846153846153846,0.9230769230769231
52,0.8867924528301887,0.9056603773584906
53,0.8888888888888888,0.8888888888888888
54,0.8909090909090909,0.8909090909090909
55,0.8928571428571429,0.8928571428571429
56,0.8947368421052632,0.8947368421052632
57,0.896551724137931,0.896551724137931
58,0.8983050847457628,0.8983050847457628
59,0.9,0.9
60,0.9016393442622951,0.9016393442622951
61,0.9032258064516129,0.9032258064516129
62,0.9047619047619048,0.9047619047619048
63,0.90625,0.90625
64,0.9076923076923077,0.9076923076923077
65,0.9090909090909091,0.9090909090909091
66,0.9104477611940298,0.9104477611940298
67,0.9117647058823529,0.9117647058823529
68,0.9130434782608695,0.9130434782608695
69,0.9142857142857143,0.9142857142857143
70,0.9014084507042254,0.9154929577464789
71,0.8888888888888888,0.9166666666666666
72,0.8904109589041096,0.9041095890410958
73,0.8918918918918919,0.8918918918918919
74,0.8933333333333333,0.8933333333333333
75,0.8947368421052632,0.8947368421052632
76,0.8961038961038961,0.8961038961038961
77,0.8974358974358975,0.8974358974358975
78,0.8987341772151899,0.8987341772151899
79,0.9,0.9
80,0.9012345679012346,0.9012345679012346
81,0.9024390243902439,0.9024390243902439
82,0.9036144578313253,0.9036144578313253
83,0.9047619047619048,0.9047619047619048
84,0.9058823529411765,0.9058823529411765
85,0.9069767441860465,0.9069767441860465
86,0.9080459770114943,0.9080459770114943
87,0.9090909090909091,0.9090909090909091
88,0.898876404494382,0.9101123595505618
89,0.8888888888888888,0.9111111111111111
90,0.8791208791208791,0.9120879120879121
91,0.8695652173913043,0.9130434782608695
92,0.8709677419354839,0.9032258064516129
93,0.8723404255319149,0.8936170212765957
94,0.8736842105263158,0.8947368421052632
95,0.875,0.8958333333333334
96,0.8762886597938144,0.8969072164948454
97,0.8775510204081632,0.8979591836734694
98,0.8787878787878788,0.898989898989899
99,0.88,0.9
100,0.8811881188118812,0.900990099009901
101,0.8823529411764706,0.9019607843137255
102,0.883495145631068,0.9029126213592233
103,0.8846153846153846,0.9038461538461539
104,0.8857142857142857,0.9047619047619048
105,0.8867924528301887,0.9056603773584906
106,0.8878504672897196,0.9065420560747663
107,0.8888888888888888,0.9074074074074074
108,0.8807339449541285,0.908256880733945
109,0.8727272727272727,0.9090909090909091
110,0.8648648648648649,0.9099099099099099
111,0.8571428571428571,0.9107142857142857
112,0.8584070796460177,0.9026548672566371
113,0.8596491228070176,0.8947368421052632
114,0.8608695652173913,0.8956521739130435
115,0.8620689655172413,0.896551724137931
116,0.8632478632478633,0.8974358974358975
117,0.864406779661017,0.8983050847457628
118,0.865546218487395,0.8991596638655462
119,0.8666666666666667,0.9
120,0.8677685950413223,0.9008264462809917
121,0.8688524590163934,0.9016393442622951
122,0.8699186991869918,0.9024390243902439
123,0.8709677419354839,0.9032258064516129
124,0.872,0.904
