,Integral Bipartite OMD,Naive Bipartite LFU,Naive Bipartite OMD,Optimal Static Cache
355,0.8679775280898876,1.0,0.8974719101123596,0.8960674157303371
356,0.8683473389355743,1.0,0.896358543417367,0.896358543417367
357,0.8687150837988827,1.0,0.8966480446927374,0.8966480446927374
358,0.8690807799442897,1.0,0.8969359331476323,0.8969359331476323
359,0.8694444444444445,1.0,0.8972222222222223,0.8944444444444445
360,0.8698060941828255,1.0,0.8975069252077562,0.8947368421052632
361,0.8701657458563536,1.0,0.8977900552486188,0.8950276243093923
362,0.8705234159779615,1.0,0.8980716253443526,0.8953168044077136
363,0.8708791208791209,1.0,0.8983516483516484,0.8956043956043956
364,0.8684931506849315,1.0,0.8986301369863013,0.8958904109589041
365,0.8688524590163934,1.0,0.8989071038251366,0.8961748633879781
366,0.8692098092643051,1.0,0.8991825613079019,0.8937329700272479
367,0.8695652173913043,1.0,0.8994565217391305,0.8940217391304348
368,0.8699186991869918,1.0,0.8970189701897019,0.8943089430894309
369,0.8702702702702703,1.0,0.8959459459459459,0.8945945945945946
370,0.8706199460916442,1.0,0.8962264150943396,0.894878706199461
371,0.8709677419354839,1.0,0.896505376344086,0.8951612903225806
372,0.871313672922252,1.0,0.8967828418230563,0.8954423592493298
373,0.8716577540106952,1.0,0.8970588235294118,0.8957219251336899
374,0.872,1.0,0.8973333333333333,0.896
375,0.8696808510638298,1.0,0.8949468085106383,0.8962765957446809
376,0.870026525198939,1.0,0.8952254641909815,0.896551724137931
377,0.8703703703703703,1.0,0.8955026455026455,0.8968253968253969
378,0.8707124010554089,1.0,0.8944591029023746,0.8970976253298153
379,0.8710526315789474,1.0,0.8947368421052632,0.8947368421052632
380,0.8713910761154856,1.0,0.89501312335958,0.89501312335958
381,0.8717277486910995,1.0,0.8952879581151832,0.8952879581151832
382,0.8720626631853786,1.0,0.8955613577023499,0.8955613577023499
383,0.8723958333333334,1.0,0.8958333333333334,0.8958333333333334
384,0.8701298701298701,1.0,0.8961038961038961,0.8961038961038961
385,0.8704663212435233,1.0,0.8963730569948186,0.8963730569948186
386,0.8708010335917312,1.0,0.896640826873385,0.8940568475452196
387,0.8711340206185567,1.0,0.8969072164948454,0.8943298969072165
388,0.87146529562982,1.0,0.897172236503856,0.8946015424164524
389,0.8717948717948718,1.0,0.8974358974358975,0.8948717948717949
390,0.8721227621483376,1.0,0.8951406649616368,0.8951406649616368
391,0.8724489795918368,1.0,0.8954081632653061,0.8954081632653061
392,0.8727735368956743,1.0,0.8956743002544529,0.8956743002544529
393,0.8730964467005076,1.0,0.8959390862944162,0.8959390862944162
394,0.8734177215189873,1.0,0.8962025316455696,0.8962025316455696
395,0.8712121212121212,1.0,0.8964646464646465,0.8964646464646465
396,0.871536523929471,1.0,0.8967254408060453,0.8967254408060453
397,0.871859296482412,1.0,0.8969849246231156,0.8969849246231156
398,0.8721804511278195,1.0,0.8972431077694235,0.8972431077694235
399,0.8725,1.0,0.8975,0.895
400,0.8728179551122195,1.0,0.8977556109725686,0.8952618453865336
401,0.8731343283582089,1.0,0.8980099502487562,0.8955223880597015
402,0.8734491315136477,1.0,0.8970223325062034,0.8957816377171216
403,0.8737623762376238,1.0,0.8972772277227723,0.8960396039603961
404,0.8716049382716049,1.0,0.8975308641975308,0.8962962962962963
405,0.8719211822660099,1.0,0.8977832512315271,0.896551724137931
406,0.8722358722358723,1.0,0.898034398034398,0.8943488943488943
407,0.8725490196078431,1.0,0.8982843137254902,0.8946078431372549
408,0.8728606356968215,1.0,0.8985330073349633,0.8948655256723717
409,0.8731707317073171,1.0,0.8987804878048781,0.8951219512195122
410,0.8734793187347932,1.0,0.8990267639902676,0.8953771289537713
411,0.8737864077669902,1.0,0.8992718446601942,0.8956310679611651
412,0.87409200968523,1.0,0.8995157384987893,0.8958837772397095
413,0.8743961352657005,1.0,0.8997584541062802,0.8961352657004831
414,0.8746987951807229,1.0,0.8975903614457831,0.8963855421686747
415,0.8725961538461539,1.0,0.8978365384615384,0.8966346153846154
416,0.8729016786570744,1.0,0.8980815347721822,0.8968824940047961
417,0.8732057416267942,1.0,0.8971291866028708,0.8971291866028708
418,0.8735083532219571,1.0,0.8973747016706444,0.8973747016706444
419,0.8738095238095238,1.0,0.8976190476190476,0.8952380952380953
420,0.8741092636579573,1.0,0.8978622327790974,0.8954869358669834
421,0.8744075829383886,1.0,0.8981042654028436,0.8957345971563981
422,0.8747044917257684,1.0,0.8983451536643026,0.8959810874704491
423,0.875,1.0,0.8985849056603774,0.8962264150943396
424,0.8729411764705882,1.0,0.8988235294117647,0.8964705882352941
425,0.8732394366197183,1.0,0.8990610328638498,0.8967136150234741
426,0.8735362997658079,1.0,0.8992974238875878,0.8946135831381733
427,0.8738317757009346,1.0,0.897196261682243,0.8948598130841121
428,0.8741258741258742,1.0,0.8974358974358975,0.8951048951048951
429,0.8744186046511628,1.0,0.8976744186046511,0.8953488372093024
430,0.8747099767981439,1.0,0.8967517401392111,0.8955916473317865
431,0.875,1.0,0.8969907407407407,0.8958333333333334
432,0.8752886836027713,1.0,0.8972286374133949,0.8960739030023095
