,Bipartite Integral OMD,Optimal Static Cache
0,1.0,1.0
1,1.0,1.0
2,1.0,1.0
3,1.0,1.0
4,1.0,0.9
5,1.0,0.9166666666666666
6,1.0,0.9285714285714286
7,1.0,0.9375
8,1.0,0.9444444444444444
9,1.0,0.95
10,0.9090909090909091,0.9090909090909091
11,0.9166666666666666,0.9166666666666666
12,0.9230769230769231,0.9230769230769231
13,0.9285714285714286,0.9285714285714286
14,0.9333333333333333,0.9333333333333333
15,0.9375,0.90625
16,0.9411764705882353,0.9117647058823529
17,0.9444444444444444,0.9166666666666666
18,0.9473684210526315,0.9210526315789473
19,0.95,0.925
20,0.9523809523809523,0.9047619047619048
21,0.9545454545454546,0.9090909090909091
22,0.9565217391304348,0.9130434782608695
23,0.9375,0.8958333333333334
24,0.92,0.9
25,0.9230769230769231,0.8846153846153846
26,0.9259259259259259,0.8888888888888888
27,0.9107142857142857,0.8928571428571429
28,0.9137931034482759,0.896551724137931
29,0.9166666666666666,0.9
30,0.9193548387096774,0.9032258064516129
31,0.921875,0.90625
32,0.9242424242424242,0.9090909090909091
33,0.9264705882352942,0.9117647058823529
34,0.9285714285714286,0.9142857142857143
35,0.9305555555555556,0.9166666666666666
36,0.9324324324324325,0.918918918918919
37,0.9342105263157895,0.9210526315789473
38,0.9358974358974359,0.9102564102564102
39,0.9375,0.9125
40,0.9390243902439024,0.9146341463414634
41,0.9404761904761905,0.9047619047619048
42,0.9418604651162791,0.9069767441860465
43,0.9431818181818182,0.9090909090909091
44,0.9333333333333333,0.9
45,0.9347826086956522,0.9021739130434783
46,0.9361702127659575,0.9042553191489362
47,0.9375,0.90625
48,0.9387755102040817,0.9081632653061225
49,0.94,0.91
50,0.9411764705882353,0.9117647058823529
51,0.9423076923076923,0.9134615384615384
52,0.9433962264150944,0.9150943396226415
53,0.9444444444444444,0.9166666666666666
54,0.9454545454545454,0.9181818181818182
55,0.9464285714285714,0.9196428571428571
56,0.9473684210526315,0.9210526315789473
57,0.9482758620689655,0.9137931034482759
58,0.940677966101695,0.9067796610169492
59,0.9333333333333333,0.8916666666666667
60,0.9344262295081968,0.8934426229508197
61,0.9274193548387096,0.8870967741935484
62,0.9285714285714286,0.8888888888888888
63,0.921875,0.8828125
64,0.9230769230769231,0.8846153846153846
65,0.9166666666666666,0.8863636363636364
66,0.9104477611940298,0.8731343283582089
67,0.9117647058823529,0.875
68,0.9130434782608695,0.8768115942028986
69,0.9142857142857143,0.8785714285714286
70,0.9154929577464789,0.8802816901408451
71,0.9166666666666666,0.8819444444444444
72,0.9178082191780822,0.8767123287671232
73,0.918918918918919,0.8783783783783784
74,0.9133333333333333,0.8733333333333333
75,0.9144736842105263,0.875
76,0.9090909090909091,0.8701298701298701
77,0.9102564102564102,0.8717948717948718
78,0.9050632911392406,0.8670886075949367
79,0.90625,0.86875
80,0.9074074074074074,0.8703703703703703
81,0.9024390243902439,0.8719512195121951
82,0.8975903614457831,0.8674698795180723
83,0.8988095238095238,0.8690476190476191
84,0.9,0.8705882352941177
85,0.9011627906976745,0.872093023255814
86,0.9022988505747126,0.8735632183908046
87,0.9034090909090909,0.875
88,0.898876404494382,0.8707865168539326
89,0.8944444444444445,0.8722222222222222
90,0.8956043956043956,0.8736263736263736
91,0.8967391304347826,0.875
92,0.8978494623655914,0.8763440860215054
93,0.898936170212766,0.8776595744680851
94,0.9,0.8789473684210526
95,0.9010416666666666,0.8802083333333334
96,0.9020618556701031,0.8814432989690721
97,0.9030612244897959,0.8826530612244898
98,0.9040404040404041,0.8838383838383839
99,0.905,0.885
100,0.905940594059406,0.8861386138613861
101,0.9068627450980392,0.8872549019607843
102,0.9029126213592233,0.8883495145631068
103,0.8990384615384616,0.8894230769230769
104,0.9,0.8857142857142857
105,0.9009433962264151,0.8867924528301887
106,0.897196261682243,0.883177570093458
107,0.8981481481481481,0.8842592592592593
108,0.8944954128440367,0.8853211009174312
109,0.8909090909090909,0.8818181818181818
110,0.8918918918918919,0.8828828828828829
111,0.8883928571428571,0.8794642857142857
112,0.8849557522123894,0.8805309734513275
113,0.8859649122807017,0.881578947368421
114,0.8826086956521739,0.8782608695652174
115,0.8836206896551724,0.8793103448275862
116,0.8760683760683761,0.8803418803418803
117,0.8728813559322034,0.8771186440677966
118,0.8697478991596639,0.8739495798319328
119,0.8708333333333333,0.875
120,0.871900826446281,0.8760330578512396
121,0.8729508196721312,0.8770491803278688
122,0.8699186991869918,0.8780487804878049
123,0.8669354838709677,0.875
124,0.868,0.876
125,0.8690476190476191,0.876984126984127
